label,confidence,x1,y1,x2,y2
bike,0.8268442749977112,38.581214904785156,233.13160705566406,82.6447982788086,257.1988220214844
bike,0.8185258507728577,40.93563461303711,30.65638542175293,83.56985473632812,53.6684684753418
bike,0.8161205649375916,131.49859619140625,27.115320205688477,167.9586181640625,50.793968200683594
bike,0.8002983331680298,42.20436477661133,60.395835876464844,80.89900970458984,104.38824462890625
bike,0.7948297262191772,135.87632751464844,182.3680419921875,168.0845947265625,205.6211395263672
bike,0.768271803855896,39.870574951171875,183.29995727539062,81.57096099853516,206.7353515625
bike,0.7517103552818298,128.05311584472656,227.2864532470703,168.20314025878906,256.487060546875
bike,0.7256802320480347,136.12982177734375,134.6082763671875,168.99705505371094,156.25717163085938
bike,0.7251386046409607,124.56269836425781,59.33443832397461,169.23741149902344,105.9052734375
bike,0.4257085919380188,39.69965744018555,115.00343322753906,82.5562744140625,155.35182189941406
bike,0.33481141924858093,39.52206802368164,167.77413940429688,81.8661117553711,206.89773559570312
